gbifID,datasetKey,occurrenceID,kingdom,phylum,class,order,family,genus,species,infraspecificEpithet,taxonRank,scientificName,verbatimScientificName,verbatimScientificNameAuthorship,countryCode,locality,stateProvince,occurrenceStatus,individualCount,publishingOrgKey,decimalLatitude,decimalLongitude,coordinateUncertaintyInMeters,coordinatePrecision,elevation,elevationAccuracy,depth,depthAccuracy,eventDate,day,month,year,taxonKey,speciesKey,basisOfRecord,institutionCode,collectionCode,catalogNumber,recordNumber,identifiedBy,dateIdentified,license,rightsHolder,recordedBy,typeStatus,establishmentMeans,lastInterpreted,mediaType,issue
921334935,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii,,DE,Naherholungsgebiet mit Badeseen bei Erlabrunn,,PRESENT,,bb646dff-a905-4403-a49b-6d378c2cf0d9,49.851433,9.856968,250.0,,,,,,2011-08-24T00:00:00,24,8,2011,4408321,4408321,HUMAN_OBSERVATION,naturgucker,naturgucker,-1322313254,,,,CC_BY_4_0,,-262660594,,,2023-10-21T16:07:08.229Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
921333320,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii,,AT,Zwischen Reichs- und Brigittenauerbrücke Wien,,PRESENT,,bb646dff-a905-4403-a49b-6d378c2cf0d9,48.236683,16.400002,25.0,,,,,,2012-08-19T00:00:00,19,8,2012,4408321,4408321,HUMAN_OBSERVATION,naturgucker,naturgucker,381661493,,,,CC_BY_4_0,,2074698723,,,2023-10-21T16:04:46.229Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
921332422,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii,,DE,Alsdorfer Weiher,,PRESENT,,bb646dff-a905-4403-a49b-6d378c2cf0d9,50.862675,6.153717,250.0,,,,,,2004-06-20T00:00:00,20,6,2004,4408321,4408321,HUMAN_OBSERVATION,naturgucker,naturgucker,382345617,,,,CC_BY_4_0,,-1868421630,,,2023-10-21T16:04:51.673Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
921329701,6ac3f774-d9fb-4796-b3e9-92bf6c81c084,,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii,,DE,NSG Mittleres Broichbachtal,,PRESENT,,bb646dff-a905-4403-a49b-6d378c2cf0d9,50.861851,6.162386,250.0,,,,,,2001-09-18T00:00:00,18,9,2001,4408321,4408321,HUMAN_OBSERVATION,naturgucker,naturgucker,-266631636,,,,CC_BY_4_0,,-1868421630,,,2023-10-21T16:05:24.901Z,,COORDINATE_ROUNDED;GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES
79995914,427a6290-0c65-11dd-84d2-b8a03c50a862,MZLU:Evertebrata:L954/3637,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii Lankester; 1880,Lankester; 1880,CZ,River Vltava; N of Prague,Bohemia,PRESENT,,ee6a779a-dce6-4f16-ae3d-84f495def86e,,,,,,,,,1954-01-01T00:00:00,,,1954,4408321,4408321,PRESERVED_SPECIMEN,MZLU,Evertebrata,L954/3637,,,,CC_BY_NC_4_0,,,,,2023-10-28T03:05:18.764Z,,
729653722,7201065d-95ac-4706-bb2b-9fd04209fc8d,urn:catalog:OMNH:Iv:1140,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbyi,,JP,,Osaka,PRESENT,,c3367060-856b-11d9-8486-b8a03c50a862,34.842602,135.483,,,,,,,1988-08-30T00:00:00,30,8,1988,4408321,4408321,PRESERVED_SPECIMEN,OMNH,Iv,1140,,,,CC_BY_NC_4_0,,Masatomo KAKUTANI,,,2023-09-07T06:18:43.303Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
729653721,7201065d-95ac-4706-bb2b-9fd04209fc8d,urn:catalog:OMNH:Iv:1139,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbyi,,JP,,Osaka,PRESENT,,c3367060-856b-11d9-8486-b8a03c50a862,34.84,135.489,,,,,,,1988-09-04T00:00:00,4,9,1988,4408321,4408321,PRESERVED_SPECIMEN,OMNH,Iv,1139,,,,CC_BY_NC_4_0,,Hirotaka ENDO; et al.,,,2023-09-07T06:18:43.303Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
729653607,7201065d-95ac-4706-bb2b-9fd04209fc8d,urn:catalog:OMNH:Iv:1024,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbyi,,JP,,Osaka,PRESENT,,c3367060-856b-11d9-8486-b8a03c50a862,34.842602,135.483,,,,,,,1985-08-16T00:00:00,16,8,1985,4408321,4408321,PRESERVED_SPECIMEN,OMNH,Iv,1024,,,,CC_BY_NC_4_0,,Itaru TETSUKAWA,,,2023-09-07T06:18:43.299Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
729652715,7201065d-95ac-4706-bb2b-9fd04209fc8d,urn:catalog:OMNH:Iv:126,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbyi,,JP,,Osaka,PRESENT,,c3367060-856b-11d9-8486-b8a03c50a862,34.680801,135.464,,,,,,,1976-07-08T00:00:00,8,7,1976,4408321,4408321,PRESERVED_SPECIMEN,OMNH,Iv,126,,,,CC_BY_NC_4_0,,Kiyoshi KOIZUMI(Pronunciation of family and first name is uncertain),,,2023-09-07T06:18:43.371Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
729652654,7201065d-95ac-4706-bb2b-9fd04209fc8d,urn:catalog:OMNH:Iv:43,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbyi,,JP,,Osaka,PRESENT,,c3367060-856b-11d9-8486-b8a03c50a862,34.673,135.44099,,,,,,,1973-07-06T00:00:00,6,7,1973,4408321,4408321,PRESERVED_SPECIMEN,OMNH,Iv,43,,,,CC_BY_NC_4_0,,KOIZUMI; ?(Pronunciaiton of first name is unknown),,,2023-09-07T06:18:43.292Z,,GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_FUZZY;COLLECTION_MATCH_NONE;INSTITUTION_MATCH_FUZZY
699132670,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:IZ:CNID-1485,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbyi Lancaster,Lancaster,,[no specific locality data],,PRESENT,0,b4640710-8e03-11d8-b956-b8a03c50a862,,,,,,,,,,,,,4408321,4408321,PRESERVED_SPECIMEN,MCZ,IZ,CNID-1485,,[no agent data],,CC_BY_NC_4_0,President and Fellows of Harvard College,[no agent data],,,2023-10-26T11:53:37.684Z,,TAXON_MATCH_FUZZY;INDIVIDUAL_COUNT_CONFLICTS_WITH_OCCURRENCE_STATUS;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
609405914,44bcde48-ac71-46f2-bf73-24fc3c008b6c,urn:catalog:CAS:IZ:104511,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii,Lankester; 1880,US,Bass Lake; N of San Joaquin River,California,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,,,,,,,,,1934-01-14T00:00:00,14,1,1934,4408321,4408321,PRESERVED_SPECIMEN,CAS,IZ,104511,,,,CC0_1_0,,Waldo Ferguson,,,2023-10-23T22:57:53.215Z,,
609400454,44bcde48-ac71-46f2-bf73-24fc3c008b6c,urn:catalog:CAS:IZ:57868,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii,Lankester; 1880,US,Santa Rosa; Lake Ralphine,California,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,,,,,,,,,1918-08-15T00:00:00,15,8,1918,4408321,4408321,PRESERVED_SPECIMEN,CAS,IZ,57868,,John R. Arnold,1964-01-01T00:00:00,CC0_1_0,,John R. Arnold,,,2023-10-23T22:57:52.327Z,,TYPE_STATUS_INVALID
609400453,44bcde48-ac71-46f2-bf73-24fc3c008b6c,urn:catalog:CAS:IZ:57867,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii,Lankester; 1880,US,Santa Rosa; Lake Ralphine,California,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,,,,,,,,,,,,,4408321,4408321,PRESERVED_SPECIMEN,CAS,IZ,57867,,John R. Arnold,1963-01-01T00:00:00,CC0_1_0,,John R. Arnold,,,2023-10-23T22:57:52.584Z,,TYPE_STATUS_INVALID
609400269,44bcde48-ac71-46f2-bf73-24fc3c008b6c,urn:catalog:CAS:IZ:52552,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii,Lankester; 1880,US,Santa Rosa; Lake Ralphine,California,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,,,,,,,,,1964-01-01T00:00:00,,,1964,4408321,4408321,PRESERVED_SPECIMEN,CAS,IZ,52552,,John R. Arnold,1964-01-01T00:00:00,CC0_1_0,,John R. Arnold,,,2023-10-23T22:57:52.516Z,,TYPE_STATUS_INVALID
609379042,44bcde48-ac71-46f2-bf73-24fc3c008b6c,urn:catalog:CAS:IZ:94735,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbyi,Lankester; 1880,US,Bass Lake; Wishon,California,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,,,,,,,,,1934-09-13T00:00:00,13,9,1934,4408321,4408321,PRESERVED_SPECIMEN,CAS,IZ,94735,,A.G. Smith,1968-09-01T00:00:00,CC0_1_0,,W.H. Ferguson,,,2023-10-23T22:57:53.031Z,,TAXON_MATCH_FUZZY
609379041,44bcde48-ac71-46f2-bf73-24fc3c008b6c,urn:catalog:CAS:IZ:94734,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbyi,Lankester; 1880,US,Santa Rosa; Lake Ralphive,California,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,,,,,,,,,1963-10-16T00:00:00,16,10,1963,4408321,4408321,PRESERVED_SPECIMEN,CAS,IZ,94734,,John R. Arnold,1963-10-16T00:00:00,CC0_1_0,,J.R. Arnold,,,2023-10-23T22:57:53.063Z,,TAXON_MATCH_FUZZY
609379040,44bcde48-ac71-46f2-bf73-24fc3c008b6c,urn:catalog:CAS:IZ:94733,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbyi,Lankester; 1880,US,Santa Rosa; Lake Ralphive,California,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,,,,,,,,,1963-10-16T00:00:00,16,10,1963,4408321,4408321,PRESERVED_SPECIMEN,CAS,IZ,94733,,A.G. Smith,1963-10-01T00:00:00,CC0_1_0,,J.R. Arnold,,,2023-10-23T22:57:53.133Z,,TAXON_MATCH_FUZZY
609379039,44bcde48-ac71-46f2-bf73-24fc3c008b6c,urn:catalog:CAS:IZ:94732,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbyi,Lankester; 1880,US,E of Santa Rosa; lake in Haworth City Park,California,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,,,,,,,,,1963-09-19T00:00:00,19,9,1963,4408321,4408321,PRESERVED_SPECIMEN,CAS,IZ,94732,,John R. Arnold,1963-09-26T00:00:00,CC0_1_0,,John R. Arnold (Sonoma State Univ.),,,2023-10-23T22:57:53.025Z,,TAXON_MATCH_FUZZY
609349408,44bcde48-ac71-46f2-bf73-24fc3c008b6c,urn:catalog:CAS:IZ:69294,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii,Lankester; 1880,US,Santa Rosa; Lake Ralphine,California,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,,,,,,,,,1963-08-01T00:00:00,,8,1963,4408321,4408321,PRESERVED_SPECIMEN,CAS,IZ,69294,,J.R. Arnold,1963-01-01T00:00:00,CC0_1_0,,John R. Arnold,,,2023-10-23T22:57:52.711Z,,
609340740,44bcde48-ac71-46f2-bf73-24fc3c008b6c,urn:catalog:CAS:IZ:69295,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii,Lankester; 1880,US,Santa Rosa; Lake Ralphine,California,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,,,,,,,,,1963-08-01T00:00:00,,8,1963,4408321,4408321,PRESERVED_SPECIMEN,CAS,IZ,69295,,J.R. Arnold,1963-01-01T00:00:00,CC0_1_0,,John R. Arnold,,,2023-10-23T22:57:52.789Z,,
609338892,44bcde48-ac71-46f2-bf73-24fc3c008b6c,urn:catalog:CAS:IZ:117452,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii,Lankester; 1880,US,Morman Slough; 1 mi SE of Linden,California,PRESENT,,66522820-055c-11d8-b84e-b8a03c50a862,,,,,,,,,1953-09-20T00:00:00,20,9,1953,4408321,4408321,PRESERVED_SPECIMEN,CAS,IZ,117452,,,,CC0_1_0,,J.N. Arnold,,,2023-10-23T22:57:53.441Z,,
477986893,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:IZ:54828,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii Lankester; 1880,Lankester; 1880,US,NATICK; DUG POND,Massachusetts,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,42.27631,-71.36425,477.0,1E-05,,,,,1951-08-06T00:00:00,6,8,1951,4408321,4408321,PRESERVED_SPECIMEN,MCZ,IZ,54828,,Douglas G. Smith,,CC_BY_NC_4_0,President and Fellows of Harvard College,Thomas J. Andrews,,,2023-10-26T11:45:11.527Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
477980052,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:IZ:54829,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii Lankester; 1880,Lankester; 1880,US,LEE; LAUREL LAKE,Massachusetts,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,42.32092,-73.26109,873.0,1E-05,,,,,1972-09-02T00:00:00,2,9,1972,4408321,4408321,PRESERVED_SPECIMEN,MCZ,IZ,54829,,Michael A. Soukup,,CC_BY_NC_4_0,President and Fellows of Harvard College,Michael A. Soukup,,,2023-10-26T11:45:10.828Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
477976605,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:IZ:54847,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii Lankester; 1880,Lankester; 1880,US,WINCHESTER; LAKE WINCHESTER; NORTH END OF LAKE,Connecticut,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,41.91708,-73.1547,873.0,1E-05,,,,,1998-09-11T00:00:00,11,9,1998,4408321,4408321,PRESERVED_SPECIMEN,MCZ,IZ,54847,,Douglas G. Smith,,CC_BY_NC_4_0,President and Fellows of Harvard College,GRUNER; BEAUCHENE,,,2023-10-26T11:45:09.411Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
477976604,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:IZ:54846,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii Lankester; 1880,Lankester; 1880,US,BECKET; YOKUM POND; NEAR ACCESS AREA OFF YOKUM POND ROAD,Massachusetts,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,42.30287,-73.12406,667.0,1E-05,,,,,1998-09-21T00:00:00,21,9,1998,4408321,4408321,PRESERVED_SPECIMEN,MCZ,IZ,54846,,Douglas G. Smith,,CC_BY_NC_4_0,President and Fellows of Harvard College,Douglas G. Smith; et al.,,,2023-10-26T11:54:08.779Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
477976603,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:IZ:54845,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii Lankester; 1880,Lankester; 1880,US,QUINCY; QUINCY QUARRY OFF FURNACE BROOK; PARKWAY; MDC RESERVATION,Massachusetts,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,42.26,-71.00819,210.0,1E-05,,,,,1995-09-15T00:00:00,15,9,1995,4408321,4408321,PRESERVED_SPECIMEN,MCZ,IZ,54845,,Douglas G. Smith,,CC_BY_NC_4_0,President and Fellows of Harvard College,Douglas G. Smith,,,2023-10-26T11:45:09.129Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
477976521,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:IZ:54844,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii Lankester; 1880,Lankester; 1880,US,BENTON; SMALL GRAVEL PIT OFF BLACK RIVER; T28N R3E SEC 8,Missouri,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,37.11856,-90.75081,969.0,1E-05,,,,,1995-10-16T00:00:00,16,10,1995,4408321,4408321,PRESERVED_SPECIMEN,MCZ,IZ,54844,,Douglas G. Smith,,CC_BY_NC_4_0,President and Fellows of Harvard College,P CIESLEWICZ & D NEWMAN,,,2023-10-26T11:54:07.386Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
477976252,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:IZ:54830,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii Lankester; 1880,Lankester; 1880,US,SUNDERLAND; CRANBERRY POND OFF MA 63; ALONG SHORE ABOVE DAM,Massachusetts,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,42.49967,-72.52458,873.0,1E-05,,,,,1986-08-21T00:00:00,21,8,1986,4408321,4408321,PRESERVED_SPECIMEN,MCZ,IZ,54830,,Douglas G. Smith,,CC_BY_NC_4_0,President and Fellows of Harvard College,Douglas G. Smith,,,2023-10-26T11:51:07.178Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
477973053,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:IZ:54840,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii Lankester; 1880,Lankester; 1880,US,SUFFIELD; CONNECTICUT RIVER; CT 190 OVERPASS,Connecticut,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,41.8885,-72.61856,3036.0,1E-05,,,,,1991-06-18T00:00:00,18,6,1991,4408321,4408321,PRESERVED_SPECIMEN,MCZ,IZ,54840,,Douglas G. Smith,,CC_BY_NC_4_0,President and Fellows of Harvard College,Douglas G. Smith,,,2023-10-26T11:45:09.051Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
477973052,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:IZ:54838,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii Lankester; 1880,Lankester; 1880,US,PLYMOUTH; BIG WEST POND; WEST END OF POND,Massachusetts,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,41.91868,-70.71064,375.0,1E-05,,,,,1990-08-29T00:00:00,29,8,1990,4408321,4408321,PRESERVED_SPECIMEN,MCZ,IZ,54838,,Douglas G. Smith,,CC_BY_NC_4_0,President and Fellows of Harvard College,MA RHEAUK,,,2023-10-26T11:45:09.126Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
477973050,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:IZ:54836,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii Lankester; 1880,Lankester; 1880,US,SPENCER; SUGDEN RESERVOIR; OFF PUBLIC LANDING; OFF DONNELLY CROSS ROAD (AT INLET),Massachusetts,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,42.27159,-71.96823,552.0,1E-05,,,,,1989-09-27T00:00:00,27,9,1989,4408321,4408321,PRESERVED_SPECIMEN,MCZ,IZ,54836,,Douglas G. Smith,,CC_BY_NC_4_0,President and Fellows of Harvard College,Douglas G. Smith,,,2023-10-26T11:45:10.830Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
477973049,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:IZ:54835,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii Lankester; 1880,Lankester; 1880,US,QUINCY; QUNICY QUARRY POND OFF FURNACE BROOK; PARKWAY; MDC RESERVATION,Massachusetts,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,42.26,-71.00819,210.0,1E-05,,,,,1988-09-04T00:00:00,4,9,1988,4408321,4408321,PRESERVED_SPECIMEN,MCZ,IZ,54835,,Douglas G. Smith,,CC_BY_NC_4_0,President and Fellows of Harvard College,Douglas G. Smith,,,2023-10-26T11:45:11.536Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
477972986,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:IZ:54834,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii Lankester; 1880,Lankester; 1880,US,WARE; SWIFT RIVER; MA 9 OVERPASS,Massachusetts,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,42.44731,-72.85804,3036.0,1E-05,,,,,1987-09-09T00:00:00,9,9,1987,4408321,4408321,PRESERVED_SPECIMEN,MCZ,IZ,54834,,Douglas G. Smith,,CC_BY_NC_4_0,President and Fellows of Harvard College,Douglas G. Smith,,,2023-10-26T11:45:11.938Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
477972985,4bfac3ea-8763-4f4b-a71a-76a6f5f243d3,MCZ:IZ:54833,Animalia,Cnidaria,Hydrozoa,Limnomedusae,Olindiidae,Craspedacusta,Craspedacusta sowerbii,,SPECIES,Craspedacusta sowerbii Lankester; 1880,Craspedacusta sowerbii Lankester; 1880,Lankester; 1880,US,LONGMEADOW; LONGMEADOW BROOK; WEST ROAD OVERPASS; TO US 5 OVERPASS,Massachusetts,PRESENT,1,b4640710-8e03-11d8-b956-b8a03c50a862,42.0411,-72.59923,90.0,1E-05,,,,,1987-09-02T00:00:00,2,9,1987,4408321,4408321,PRESERVED_SPECIMEN,MCZ,IZ,54833,,Douglas G. Smith,,CC_BY_NC_4_0,President and Fellows of Harvard College,Douglas G. Smith,,,2023-10-26T11:45:09.049Z,,INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
